file_id,year,found_terms,fragment
1749_Rott_Sche,1749,['courant'],kort na deeze Resolutie na den Haag gereden en den volgenden dag of liever in de woensdaagse Leidse courant stond uit den Haage dat Gecomm ter Vergadering had bekend gemaakt dat zy de Vroedschap van Rotterdam ^
1750_Brus_Anon,1750,['gasetten'],die met vollen lof dit oock van hem in hunne gasetten en brieven soo in sijn leven als met sijne doodt
1750_Brus_Anon,1750,['gasette'],dit ons mede soo door brieven als door de gasette van leijden dit alles woordende geconfirmert soo al gesciet te sijn
1750_Brus_Anon,1750,['gasette'],van italien en van vranckerijck mede brachten 13 als 14 dito oeste soo verstont men soo bij de gasette vanden haeghe als bij de brieven van hollandt als ofte der aparentie saude sijn tot eenen algemijnen vrede
1750_Brus_Anon,1750,['gasetten'],en verstontmen soo uijt de briven van hollant als uijt de gasetten van aldaer datter apsollut gewerckt wirt aen eenen generalen vrede ende de congres platse tot bredae saude sijn
1750_Brus_Anon,1750,['gasetten'],en door alle gasetten dat gescreven en oock dien wel aenleijdinghe saude gheven tot eenen algemeijnen vrede ende dat te meer alsooder
1750_Brus_Anon,1750,['gasetten'],9 10 en 11 dito continuerden van Januarie 1747 ende noch grootter wirden door allen de briven als gasetten ende mede dat de genovesen reidts inde wapenen hadden bet dan 60 duijsent mannen en hunne republique wilden
1750_Brus_Anon,1750,['gasetten'],als 13 en 14 dito van marte allen de selve maeren bleiven continueren met het scrijven van alle gasetten de propositien tot dien als onder die dat dese onse Landen wederom aende koninginne van hongerijen sauden komen
1752_Zaan_Veen,1752,['courant'],Beverwijk Eenige burgerkinderen van Zaendam zuur dogten te doen bekoomen want den Hr Schijff liet in de haerlemse courant in dato 23 Junij 1743 bekent maken uijt een Extract van een brieff van zeker Heer tot Delft
1752_Zaan_Veen,1752,"['tijding', 'courant']",behouden van deese sterke stadt hadde laten wij hier volgen een zeker geschrift te vinden in de Leijdsche Courant van den 4 September 1747 aldus luijdende k ben nog die fiere maegd zoo dikwerff aengerant Door navors
1752_Zaan_Veen,1752,['couranten'],in dato 15 Julij 1749 tot Zaendams lasten zoo gangbaar zijn ook de obligatie voor valsheijd in de Couranten ter zomma van ruijm honderd en vijftig duijsend gulden uijtgemaekt van PerGerris voor goed te keuren
1753_Antw_anon,1753,['gazette'],hier niet blijven hermen Een wonder voorval van Des koninckx Droom gebeurt ten Jaere 1748 het heeft inde gazette ghestaen voor waer Men segt dat den Coninck van Vranckrijck op den 10en Octobre 1748 soude hebben gedroomt
1754_Loss_Leur,1754,['courant'],< n > den 5 juni Pinxter maandag donder en op eenige plaatsen ook hagel als in de courant stont
1754_Loss_Leur,1754,['courant'],NB uit de courant Polen Pruisen Koningsbergen de 15 december 1724 van Petersburg heeft men dat daer en tot Kroonslot groot gebrek
1754_Loss_Leur,1754,['courant'],al de solders waren gesloten dog liep op 2 gl daer nog 35 st quam ja de courant schreef drovig in andere landen ook van groote schade als uit Londen den 6 juni en den 3
1754_Loss_Leur,1754,['courant'],de courant segt van den 13-14 uijt Parijs dat het sulke starke wint en hoog water was waer door seer
1754_Loss_Leur,1754,['courant'],den 13 regen en sneeu ja de courant van den 9 en 12 Febru schrijft dat den 7 Febr groote overstrominge en doorbreeken de dijken bij
1754_Loss_Leur,1754,['courant'],de courant van den 16 Febr schrijft uijt Spanien Madrid de 21 janw men heeft hier nooijt sulk een strenge
1754_Loss_Leur,1754,['courant'],hoog water vloet De Courant schrijft uijt Ameiden den 9 meert in Zuit Hollant NB ligt onder t Classis van Gouda en Schoonhoven
1754_Loss_Leur,1754,['courant'],dat weijnig overschieten en veele an te bedde moeten liggen en ook veele oude daer an sterven de courant segt ook soo in Frankrijk en andere landen is geweest
1754_Loss_Leur,1754,['couranten'],onse Domine sag hem bij couranten post tussen 4 en 5 uir passeeren in een koets met 6 esels en sou snagts daer an
1754_Loss_Leur,1754,['courant'],eerst zuidwint daer na omliep noordelyk met donder dog niet swaer hier was maer volgens de Courant uijt Amsterdam had men dat tot Zwolle tot Vijanen bliksem in de toorens was geslagen
1754_Loss_Leur,1754,['courant'],de Courant van den 4 xbris schreef dat de schepen in de Oost Zee met ijs beset vast lagen
1754_Loss_Leur,1754,['courant'],pannen druipen namidd helder noordwint van dage Courant gelesen dat tot Riga wagen en paerden opt ijs varen
1754_Loss_Leur,1754,['courante'],door beeke hoog savonts Droste van Ravenshorst10 begraven is 16 dito in Engeland ook sware stormwind geweest volgens Courante
1754_Loss_Leur,1754,"['tijdinge', 'couranten']",tijdinge koomt alle dage datter veele menschen zijn doot gevroren volgens de Couranten 1740 < 73 > ija ook 3 menschen uijt Meetelen die na Heek op de kermisse met kooke
1754_Loss_Leur,1754,['courant'],groote broodsnoot bij de gemeene man is so als ook de Courant schrijft in andere landen ook is
1754_Loss_Leur,1754,['courant'],om 8 uir weder begon te regenen Agterhus vischrij overliep Courant schrift dat in Frankrijk 13 Dorpen verhagelt zyn
1754_Loss_Leur,1754,['courant'],31 donker en ook sonne om 10 uir braaf regen Courant schrift dat de Fransen weer uit Munsterland weg trokken zijn
1754_Loss_Leur,1754,['courant'],verdronken zyn schipper Jacob de Boer al waer 300 gl opset is sto < nd > in de Courant
1754_Loss_Leur,1754,['courant'],en so voorts door gehele Zeland den 1 meij Domine tot Gronou siende las het over in de Courant
1754_Loss_Leur,1754,"['tijding', 'courante', 'courantier']",bragt tijding en in de Courante die gisteravont in Enschede 10 uir al courantier bragt had dat de Prinssese van Oranien den 8 deses
1754_Loss_Leur,1754,"['tijding', 'courante', 'courantier']",bragt tijding en in de Courante die gisteravont in Enschede 10 uir al courantier bragt had dat de Prinssese van Oranien den 8 deses vrijdag morgen in de kraam was gekomen van
1754_Loss_Leur,1754,['courant'],30-31 gedurig regen den 1 November redlik courant schrift dat onse Stadhouder Prins van Oranien revue int leger doen wil
1754_Loss_Leur,1754,['courant'],doetkiste stond al in de grond bij de galge en pael & & na dato ist in de Courant geset met een premie
1754_Loss_Leur,1754,['courant'],koude wint courant den 1 Febru schrift Heijdelberg den 25 janwari den 21 deser savonts 5 uir quam hier een verschriklyk
1754_Loss_Leur,1754,['courant'],van dage in Courant stond uit Dresden den 17 Juni dat aldaer de kaggels weer sijn angestoken om de sware koude
1754_Loss_Leur,1754,['courant'],Courant schrift koning van Engeland den 8 9bris van Hanover te 7 uir den 9 savonts al te Holten
1754_Loss_Leur,1754,['couranten'],6 juny de koning van Engeland passeert den Couranten post in een koets met 6 ezels en zou te Ibbenburen nachtrust houden
1754_Loss_Leur,1754,['courant'],reden Bos en Rentmeester Hofman om huis te bezien 31 Courant schryft dat de Franschen weer uit Munsterland zyn weggetrokken
1754_Loss_Leur,1754,['courant'],allereerst verkoren tot stathouder voor Zeeland den 1 Mei domine te Gronau zynde las het daar in de courant en kwam met vreugde te huis
1754_Loss_Leur,1754,"['tyding', 'courant']",van Oranien was in de kraam gekomen van een jonge Prins gisteren avond om 10 uur was de tyding al dan in de courant gekomen te half elf âs nachts begonnen te Enschede te luiden in Losser
1754_Loss_Leur,1754,"['tyding', 'courant']",kraam gekomen van een jonge Prins gisteren avond om 10 uur was de tyding al dan in de courant gekomen te half elf âs nachts begonnen te Enschede te luiden in Losser van daag om 1 uur
1754_Loss_Leur,1754,['courant'],Neef Herm Stroink om 11 uur courant bragt dat de vrede was geteekend tusschen verleden vrydag en zaterdag nacht om 8 uur te Enschede hadden
1754_Loss_Leur,1754,['courant'],Courant schryft dat onze Stadhouder Prins van Oranien revue inât leger doen wil en den 28 Oct schieden zoude
1754_Loss_Leur,1754,['courant'],De doodkiste stond al in den grond by de galge en paal Na dato ist in de courant gezet met een premie
1754_Loss_Leur,1754,['courant'],Courant schrift dat de Koning van Engeland den 8 November van Hanover te 7 uur den 9de savonds al
1754_Loss_Leur,1754,['courant'],NB 1718 den 1 meert schrijft de courant dat tot Cuelen eenige 1000 mulder karren opgekoft en na Hollant gebragt wierden
1754_Loss_Leur,1754,['courant'],Parijs den 20 7br de courant heeft veele van misgaens en daer geschr dat om den noordsen oorlog de 122 Hollanders niet < verders
1754_Loss_Leur,1754,['courant'],ontfg 7-0 Bentman op de pagt bragt 14 0 Boerrigter Pastorius rogge 3-0 146 1 NB uit de Courant Polen Pruisen Koningsbergen den 15 december 1724 van Petersburg heeft men dat daer en tot Kroonslot groot gebrek
1772_Amst_Bikk,1772,"['courant', 'tijding']",geheel niet te vinden geweeest op het oostindies huijs 22 1740 26 Augst heeft er in de Leijtse Courant een quat aardig pasquil ge staan namentlijk die Enige pretentie heeft op den Insolven ten Boedel van de
1772_Amst_Bikk,1772,['couranten'],Kontinueert de Starke Vorst nog en men leest in de Couranten uijt alle plaatsen onder andere uijt Engelant dat veele menschen sijn doodt gevrooren als meeden verschijde soldaaten die
1772_Amst_Bikk,1772,['courant'],Jongman van 15 a 16 Jaar op de Baang # # uijt het waater opgevist die in de Courant gestaan en wel een maant vermist was 21 December is het Eenigste soontje van den Wel Edelachtbare Heer
1772_Amst_Bikk,1772,['courant'],is in de Courant gemelt dat de Hofmeester Van de Heer Ambassadeur Dedel Van Weenen naar Constantinopolen op den donou scheep sullende
1772_Amst_Bikk,1772,['courant'],In de Leijdse Courant van heeden staat een alder gruwelijkst stuk uijt Parijs den 18 Februarij voorlede vrijdag heeft een Jongeling nadat
1772_Amst_Bikk,1772,"['tijding', 'courant']",tegens woondig nog so koude als of het in t midde van de winter was in de amsterdamse Courant went uijt stokholm als uijt verschijde andere plaatsen geschreeven de sneew lijt hem alom nog drie voet hoogen
1772_Amst_Bikk,1772,['kourant'],Amsterdam en andere nutte Boeken een Eeuw durende goede gedagtenis sal nalaaten sijn overlijden wiert in de Amsterdamse kourant van den 9de November 1771 op de loffelijke volgende manier bekent gemaakt 399 1771 8 Nov Eergisteren overleedt
1772_Amst_Bikk,1772,"['tijding', 'kourant']",sijn huijs was gegaan hebbende wel 7 a agt kinders en na dat hij verschijde maalen in de kourant gestaan hat met een premie van Tien Rijders die hem levendig of dood teregt bragt aan Fune agter
1772_Amst_Bikk,1772,['courant'],vrindelijkhijt van die Hooge Persoonen niet genoeg roemen sijn Doorlugtige Hooghijt was volgens t schrijve van de Lijtse Courant van 13 deser den 12 deser te Paartd met eenige Generaals Persoonen van Soesdijk naar Amersvoort gereeden hat
1783_Rott_Beef,1783,['courant'],zugt voor den Stadhouder openlijk liet blijken kon hij zeker wezen dat hij in een Diemermeersche of Zuidhollandsche Courant of in een Politieke kruyer en andere dergelijke geschriften zou ten toon gesteld worden
1783_Rott_Beef,1783,['courant'],gaf deze Societeit der Volksvrienden een antwoord op die Publicatie in het licht te vinden in de Rotterdamsche Courant van den 14 Maart 1795 waarvan men niet ligt een weêrga in de historie van eenig land zal
1783_Rott_Beef,1783,['couranten'],was geen van de minste dat boven alle Publicatien Resolutien en andere Publyke stukken en zelf boven de Couranten geplaatst werden de woorden Gelijkheit Vrijheit Broederschap
1783_Rott_Beef,1783,['couranten'],digt bij of op het Presidiaal gestoelte stond die hem onderrigtte Hij werd niettemin destijds in de Revolutionnaire Couranten met den naam van den Grooten Midderigh bestempeld
1783_Rott_Beef,1783,['courantier'],Zij stelden vervolgens een uitvoerend Bewind aan van vijf personen waarvan Wijbo Fijnje de gewezen Delftsche Courantier er een was doch welk Bewind zoo despotiek regeerde dat nimmer eenig collegie hier te lande zulk eene
1783_Rott_Beef,1783,['couranten'],druk uitgegeven en zijn te vinden in de geschriften van dien tijd en onder andere in de Rotterdamsche Couranten van den 2 Augustus 1798
1783_Rott_Beef,1783,['courant'],ontstaan omdat hij de uitgever en waarschijnlijk ook in deze Stad de Correspondent was van die Schandelijke Nederlandsche Courant waarin zooveel menschen dag aan dag gelasterd en ten toon gesteld werden
1786_Mech_Munc,1786,['gazette'],gaende uyt het noorden naer den zuyden Dese lichten zijn op verscheijde plaetsen gesien geweest gelyck de Haerlemsche Gazette heeft gemeldt
1786_Mech_Munc,1786,"['gazette', 'tijdinge']",Savonts sag men in de harlemsche Gazette dat den 25 in den hage in holland den Courier was aangekomen met tijdinge dat de preliminaria tot
1786_Mech_Munc,1786,"['gazette', 'tijdinge']",men in de harlemsche Gazette dat den 25 in den hage in holland den Courier was aangekomen met tijdinge dat de preliminaria tot den Vrede waeren geteeckent Den 28 september passeerde voor noen hier door naer Dendermonde
1786_Mech_Munc,1786,['gazette'],October 1785 sagh men in de haerlemsche Gazette de artiekelen van Preliminaria die den 20 september tot Parijs waeren geteeckent ende men Verstod dat buyten alle
1786_Oude_Rant,1786,['gazette'],de vesten rond de stad Audenaerde 1728 23 augustij groot beschrijf tot Brussel van St Hermes Ziet de gazette
1787_Gent_Anon_01,1787,['courante'],bevonden eventwel hoe vele nieuwsten ofte novellisten en vint men niet in de werelt iae beminde d een courante en is soo haest niet gecommen ofte sy watertanden naer eene andere het schynt dat sy hun laeten
1789_Gent_Call,1789,['nieuwsblad'],Maria Theresia heeft goedgevonden het verbod van den 29sten Augustus 1778 verbiedende het inbrengen en verkoopen van het nieuwsblad benaemd den Courier du Bas Rhin intetrekken
1791_Purm_Louw_01,1791,['courant'],gecollecteert en getrokken in dit jaer op den Eerste April zoude alhier volgens de Advertentie van de Haerlemmer Courant in dato 24 Maert 1703 eene Lotereije getrokken worden deze Advertentie luijde woordelijk Burgermeesters en Regeerders van Purmerende
1791_Purm_Louw_01,1791,['couranten'],die het zelve in de Consignatie kas nederleijde waar op de voorgem Heeren alömme door Advertens in de Couranten hebben doen bekend maeken dat in het voorsz Huijs zekere Penningen gevonden waeren en alle die geene die
1791_Purm_Louw_01,1791,['couranten'],Bladz 82 en 83 enz 2 zie hier de Advertensie zodanig als Burger Meesteren dezelve hebben in de Couranten doen plaetzen Burger Meesteren en Regeerders der Stad Purmerende Adverteren bij dezen dat de Vreijdaegs Markt binn voorsz
1791_Purm_Louw_01,1791,['courant'],Gifte Weijze van invorder 298 Commissarissen tot derz Ontfangst 299 Lootereij alhier opgerigt Advertentie derzelven in de Haerlemm Courant 230 230 L Looterij verdeling den looten en Prijz 231 waer en hoedanig de zelve getrokken 232 383
1791_Purm_Louw_02,1791,['couranten'],te Lande geziene Visch deze Advertentie op dato den 16de September 1775 heeft in de Amsterdammer en andere Couranten doen plaetzen Vermits er Perzoonen zijn die niet en Deloven dat er een diergelijke Visch is als deze
1791_Purm_Louw_02,1791,['courant'],en Groningerland te bezien om aldaar als Stadhouder deser Provintiën geïnstalleerd te werden zoo werd in de Amsterdammer Courant van bovengemelde datum uijt S Hage gemeld Zijne doorlugtige Hoogheijd de Prince Erfstadhouder zal den 20 dezer van
1791_Purm_Louw_02,1791,"['courant', 'tijdinge']",18 Februarij hebben Wij het Eerste in deze Stad in de Amsterdammer Courant van dien dag gezien dat Mevrouw Haere Koninglijke Hoogheijd Gemalin van de Heere Prince Erfstadhouder in s Hage
1791_Purm_Louw_02,1791,['couranten'],dus waerschijnelijk om t leven gebragt is het Gerecht dezer Stad heefd het zelve geschouwen en bij Publiecque Couranten laeten adverteeren dat de geene die aan wijzinge der daeder van dit feijt konde doen enz
1791_Purm_Louw_02,1791,['courant'],Een bijna het zelfde geval werd ons vermeld in de Haarlemmer 239 Purmerende 1774 1774 19 April =lemmer Courant van dingsdag den 19de dezer dat eene van de jonge Olijphanten door Engelsche Kooplieden gekogt vervoert was in
1791_Purm_Louw_02,1791,['couranten'],Koning buijg 264 Purmerende 1774 1774 6 Novbr de Advertensies van het voorgemelden in de Haarlemmer en Amsterdammer Couranten in dato 8 Novbr uijt order van Burgermren dezer stadt was Purmerende den 6 Novbr Volgens resolutie van
1791_Purm_Louw_03,1791,['couranten'],Commissaelen in de huijs aangenoomen Waer op deze plaatse Vacant is verklaard en zulks bij advertentie in de Couranten laeten Stellen dat de geene die daar na begeerde te staan om Vaeder en Moeder in dat Gasthuijs
1791_Purm_Louw_03,1791,['couranten'],Stad te laeten afhaelen het zelve te verzamelen en te laeten verpagten het geene bij advertensies in de Couranten Publiecq bekent gemaakt zoo was het verpagten of verkoopen van het zelve bepaald op den 14 Septbr wanneer
1791_Purm_Louw_03,1791,['courant'],en de raemen Sterk beweegd geworden ik zal tot een besluijt drie adverten siën dewelke in de Haerlemmer Courant Wegens het voorsz Ongeluk gemeld werden hier laeten Volgen Waar uijt men Schoon eenigen Wat verward zijn op
1791_Purm_Louw_03,1791,['courant'],dewelke het in deze buijten Provintiën veröorz heefd 468 Purmerende 1767 1776 14 Septbr Advertensiën de Haerlemmer dingsdagsche Courant in dato 17 September 1776 Purmerende den 14 September 1776 deeze Gepasseerde Nagt omtrent half Vier Uuren is
1791_Purm_Louw_03,1791,"['courant', 'tijdinge']",Volgens de donderd Courant 19 Septbr 1776 Zwolle den 15de September Gisteren ogtend ten half Vier Uuren werden hier Twee Schuddingen gevoeld
1791_Purm_Louw_03,1791,['courant'],Haerlemm Courant in dato 19 Septemb 1776 Purmerend 16 Septbr van het droevig Ongeluk door het Springen van de Stoof
1791_Purm_Louw_03,1791,['courant'],Vensters geleden zijnde voor het overige deze stad door de Voorzienigheijd Gods merkelijk behoed en Volgens deeze dingsdagsche Courant in dato 24 September 1776 Lemmer 16 September Gisteren morgen tusschen drie en vier Uuren werden de meeste
1791_Purm_Louw_03,1791,['couranten'],1777 Hier op volgen 51 Nomms der Graeve # deze Waerschouwing zijn mede door de Amsterdammr en Haarlemmer Couranten van Saterdag den 14 dezer Publiecq # bekend gemaekt deze Waerschouwinge werd om deze Redenen zoo gestreng bepaeld
1791_Purm_Louw_03,1791,"['couranten', 'courant']",anderen de op de Markt gekogte Kaas te bewerken Gelijk als uijt deze volgende advertentie in de Haarlemmer Courant van de Eerste November 1777 is blijk # # 521 Purmerende 1777 1777 Novbr Iemant genegen zijnde om
1791_Purm_Louw_03,1791,['couranten'],454 Leer reeden door d Van Yssem over dit droevig geval alhier uijtgesproken 471 Advertentien in de Haarlemm Couranten uijt Purmerende gemeld 468 469 uijt zwol 468 uijt de Lemmer 469 470 K Bladw Kruijtmol Welke Schrik
1791_Purm_Louw_03,1791,['couranten'],Nieuwe berijmde Psalmen door eene Geleerde Leerreeden ingeweijd -- 253 Advertent van deze inweijdinge der psalmen in de Couranten 264
